@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 6\nSize of the tree: 11\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

hepatitis,4,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,10,6,0,62.5,37.5,0,0.020408,0.364839,0.573976,113.841773,146.748374,11.184744,51.522322,-40.337579,0.699046,3.220145,-2.521099,-4.004216,-0.250264,-536.228724,0.333333,1,0.307692,4,0.692308,9,0.666667,2,0.2,0.333333,0.25,0.021592,0.666667,0.303571,0.625,0.599359,0.400641,0.375,0.702273,0.625,0.65625,0.021592,0.666667,0.810028,0.5,0.625,0.001,0,0,0,0,0,6484,29429,6182,75,62.5,?,?,?,?
hepatitis,4,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.454545,0.160783,0.325528,50.169487,83.227804,11.184744,6.369159,4.815585,0.699046,0.398072,0.300974,4.166427,0.260402,557.951321,0.666667,2,0.153846,2,0.846154,11,0.333333,1,0.5,0.666667,0.571429,0.46225,0.948718,0.866667,0.8125,0.299679,0.700321,0.1875,0.838542,0.8125,0.822143,0.46225,0.948718,0.965728,0.725714,0.8125,0.001,0,0,0,0,0,6484,29429,6182,100,62.5,?,?,?,?
hepatitis,4,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.673469,0.133441,0.34666,41.637952,88.630664,11.184744,16.834549,-5.649806,0.699046,1.052159,-0.353113,5.825666,0.364104,780.149988,1,3,0.153846,2,0.846154,11,0,0,0.6,1,0.75,0.712525,0.923077,0.755556,0.875,0.028846,0.971154,0.125,0.925,0.875,0.885417,0.712525,0.923077,0.941026,0.833333,0.875,0.001,0,0,0,0,0,6484,29429,6182,87.5,53.125,?,?,?,?
hepatitis,4,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.538462,0.198973,0.425823,56.392455,97.828412,13.112639,29.576692,-16.464053,0.81954,1.848543,-1.029003,4.981754,0.31136,679.517053,0.75,3,0.166667,2,0.833333,10,0.25,1,0.6,0.75,0.666667,0.544949,0.770833,0.68109,0.8125,0.229167,0.770833,0.1875,0.831818,0.8125,0.818841,0.544949,0.770833,0.84403,0.768116,0.8125,0,0.001,0,0,0,0,6484,29429,6182,87.5,59.375,?,?,?,?
hepatitis,4,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,10,6,0,62.5,37.5,0,0.25,0.354587,0.566224,100.495994,130.084045,13.112639,55.534873,-42.422234,0.81954,3.47093,-2.65139,-2.002796,-0.125175,-273.183799,0.75,3,0.416667,5,0.583333,7,0.25,1,0.375,0.75,0.5,0.288675,0.75,0.49881,0.625,0.291667,0.708333,0.375,0.75,0.625,0.65,0.288675,0.75,0.812925,0.6,0.625,0,0.001,0,0,0,0,6484,29429,6182,75,59.375,?,?,?,?
hepatitis,4,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.761905,0.050595,0.188864,15.483682,47.197174,10.837276,1.935974,8.901302,0.722485,0.129065,0.59342,8.901302,0.59342,1196.574463,0.666667,2,0,0,1,12,0.333333,1,1,0.666667,0.8,0.784465,1,1,0.933333,0.266667,0.733333,0.066667,0.938462,0.933333,0.928,0.784465,1,1,0.88,0.933333,0,0,0,0,0,0,6484,29618,5993,100,53.333333,?,?,?,?
hepatitis,4,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,15,0,0,100,0,0,1,0.049714,0.111529,15.214343,27.871257,10.837276,1.250948,9.586328,0.722485,0.083397,0.639089,9.085261,0.605684,1221.303445,1,3,0,0,1,12,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,6484,29618,5993,100,63.333333,?,?,?,?
hepatitis,4,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.16761,0.37344,51.294498,93.323044,10.837276,18.602916,-7.76564,0.722485,1.240194,-0.517709,4.826523,0.321768,648.814523,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.75,0.577778,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.75,0.862257,0.711538,0.866667,0.001,0,0,0,0,0,6484,29618,5993,86.666667,56.666667,?,?,?,?
hepatitis,4,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,15,0,0,100,0,0,1,0.084458,0.137121,25.847085,34.266732,10.837276,2.078434,8.758842,0.722485,0.138562,0.583923,8.247359,0.549824,1108.66694,1,3,0,0,1,12,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,6484,29618,5993,100,73.333333,?,?,?,?
hepatitis,4,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.143002,0.321368,43.763457,80.310197,10.837276,22.885432,-12.048156,0.722485,1.525695,-0.80321,5.480318,0.365355,736.702183,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.733333,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.801324,0.711538,0.866667,0.001,0,0,0,0,0,6484,29618,5993,93.333333,60,?,?,?,?
hepatitis,5,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.764706,0.089555,0.260458,27.944101,66.591399,11.184744,8.345153,2.839591,0.699046,0.521572,0.177474,7.900078,0.493755,1057.947102,0.666667,2,0,0,1,13,0.333333,1,1,0.666667,0.8,0.786796,0.948718,0.866667,0.9375,0.270833,0.729167,0.0625,0.941964,0.9375,0.932407,0.786796,0.948718,0.965728,0.881481,0.9375,0.001,0,0,0,0,0,6484,29429,6182,93.75,56.25,?,?,?,?
hepatitis,5,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.764706,0.092818,0.233951,28.962345,59.814291,11.184744,3.57633,7.608413,0.699046,0.223521,0.475526,7.154746,0.447172,958.135209,0.666667,2,0,0,1,13,0.333333,1,1,0.666667,0.8,0.786796,0.974359,0.916667,0.9375,0.270833,0.729167,0.0625,0.941964,0.9375,0.932407,0.786796,0.974359,0.979911,0.881481,0.9375,0,0,0,0,0,0,6484,29429,6182,100,59.375,?,?,?,?
hepatitis,5,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.448276,0.175031,0.366071,54.615432,93.593271,11.184744,26.824981,-15.640238,0.699046,1.676561,-0.977515,4.264241,0.266515,571.050178,0.333333,1,0,0,1,13,0.666667,2,1,0.333333,0.5,0.537484,0.589744,0.511111,0.875,0.541667,0.458333,0.125,0.891667,0.875,0.848214,0.537484,0.589744,0.781729,0.714286,0.875,0,0.001,0.01,0,10,0,6484,29429,6182,87.5,62.5,?,?,?,?
hepatitis,5,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,16,0,0,100,0,0,1,0.015904,0.051727,4.507367,11.883822,13.112639,0.402945,12.709694,0.81954,0.025184,0.794356,12.709694,0.794356,1733.617226,1,4,0,0,1,12,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0,0,0,0,6484,29429,6182,100,53.125,?,?,?,?
hepatitis,5,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,12,4,0,75,25,0,0.5,0.236848,0.423073,67.12686,97.196482,13.112639,12.432227,0.680412,0.81954,0.777014,0.042526,3.108198,0.194262,423.961876,1,4,0.333333,4,0.666667,8,0,0,0.5,1,0.666667,0.57735,0.916667,0.816667,0.75,0.083333,0.916667,0.25,0.875,0.75,0.766667,0.57735,0.916667,0.935623,0.733333,0.75,0.001,0,0,0,0,0,6484,29429,6182,100,71.875,?,?,?,?
hepatitis,5,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.166667,0.256537,0.451582,78.509038,112.850785,10.837276,15.978789,-5.141513,0.722485,1.065253,-0.342768,0.834186,0.055612,112.136983,0.333333,1,0.166667,2,0.833333,10,0.666667,2,0.333333,0.333333,0.333333,0.166667,0.75,0.577778,0.733333,0.566667,0.433333,0.266667,0.733333,0.733333,0.733333,0.166667,0.75,0.862257,0.583333,0.733333,0,0.001,0,0,0,0,6484,29618,5993,86.666667,66.666667,?,?,?,?
hepatitis,5,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.545455,0.201153,0.440164,61.559745,109.997329,10.837276,33.607002,-22.769726,0.722485,2.240467,-1.517982,3.056933,0.203796,410.934006,1,3,0.25,3,0.75,9,0,0,0.5,1,0.666667,0.612372,0.944444,0.866667,0.8,0.05,0.95,0.2,0.9,0.8,0.819048,0.612372,0.944444,0.96265,0.761905,0.8,0,0,0,0,0,0,6484,29618,5993,80,50,?,?,?,?
hepatitis,5,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.545455,0.179283,0.405155,54.866711,101.248646,10.837276,36.820258,-25.982982,0.722485,2.454684,-1.732199,3.61373,0.240915,485.782446,1,3,0.25,3,0.75,9,0,0,0.5,1,0.666667,0.612372,0.916667,0.638889,0.8,0.05,0.95,0.2,0.9,0.8,0.819048,0.612372,0.916667,0.914444,0.761905,0.8,0.001,0,0,0,0,0,6484,29618,5993,86.666667,53.333333,?,?,?,?
hepatitis,5,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,0.074074,0.276676,0.467275,84.672355,116.772312,10.837276,20.731016,-9.89374,0.722485,1.382068,-0.659583,0.679018,0.045268,91.278324,0.333333,1,0.25,3,0.75,9,0.666667,2,0.25,0.333333,0.285714,0.075378,0.777778,0.411111,0.666667,0.583333,0.416667,0.333333,0.704545,0.666667,0.68323,0.075378,0.777778,0.843492,0.534161,0.666667,0,0.001,0.01,0,10,0,6484,29618,5993,86.666667,66.666667,?,?,?,?
hepatitis,5,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.761905,0.132782,0.293752,40.63581,73.408845,10.837276,12.439664,-1.602388,0.722485,0.829311,-0.106826,5.740168,0.382678,771.632994,0.666667,2,0,0,1,12,0.333333,1,1,0.666667,0.8,0.784465,0.861111,0.791667,0.933333,0.266667,0.733333,0.066667,0.938462,0.933333,0.928,0.784465,0.861111,0.927515,0.88,0.933333,0,0,0,0,0,0,6484,29618,5993,93.333333,63.333333,?,?,?,?
hepatitis,6,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.294118,0.153106,0.340295,47.77402,87.003074,11.184744,9.722059,1.462685,0.699046,0.607629,0.091418,4.949095,0.309318,662.763103,0.333333,1,0.076923,1,0.923077,12,0.666667,2,0.5,0.333333,0.4,0.302614,0.897436,0.722222,0.8125,0.55609,0.44391,0.1875,0.790179,0.8125,0.797222,0.302614,0.897436,0.929567,0.644444,0.8125,0,0,0,0,0,0,6484,29429,6182,93.75,59.375,?,?,?,?
hepatitis,6,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.673469,0.099986,0.257552,31.199082,65.848417,11.184744,4.089018,7.095726,0.699046,0.255564,0.443483,6.767831,0.422989,906.320984,1,3,0.153846,2,0.846154,11,0,0,0.6,1,0.75,0.712525,1,1,0.875,0.028846,0.971154,0.125,0.925,0.875,0.885417,0.712525,1,1,0.833333,0.875,0.001,0.001,0,0,0,0,6484,29429,6182,100,59.375,?,?,?,?
hepatitis,6,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,12,4,0,75,25,0,0.179487,0.25414,0.432568,79.300029,110.594507,11.184744,40.307082,-29.122339,0.699046,2.519193,-1.820146,0.767545,0.047972,102.786576,0.333333,1,0.153846,2,0.846154,11,0.666667,2,0.333333,0.333333,0.333333,0.179487,0.692308,0.390909,0.75,0.570513,0.429487,0.25,0.75,0.75,0.75,0.179487,0.692308,0.819915,0.589744,0.75,0.001,0,0,0,0,0,6484,29429,6182,87.5,68.75,?,?,?,?
hepatitis,6,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.538462,0.203691,0.42281,57.72945,97.136106,13.112639,16.321032,-3.208393,0.81954,1.020064,-0.200525,4.708302,0.294269,642.217963,0.75,3,0.166667,2,0.833333,10,0.25,1,0.6,0.75,0.666667,0.544949,0.875,0.709524,0.8125,0.229167,0.770833,0.1875,0.831818,0.8125,0.818841,0.544949,0.875,0.899584,0.768116,0.8125,0,0,0,0,0,0,6484,29429,6182,87.5,59.375,?,?,?,?
hepatitis,6,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.666667,0.136178,0.32812,38.59523,75.382176,13.112639,31.212691,-18.100052,0.81954,1.950793,-1.131253,7.624033,0.476502,1039.92711,0.75,3,0.083333,1,0.916667,11,0.25,1,0.75,0.75,0.75,0.666667,0.958333,0.8875,0.875,0.208333,0.791667,0.125,0.875,0.875,0.875,0.666667,0.958333,0.962946,0.833333,0.875,0,0.001,0,0,0,0,6484,29429,6182,93.75,62.5,?,?,?,?
hepatitis,6,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.545455,0.211358,0.405187,64.682718,101.256468,10.837276,29.616373,-18.779097,0.722485,1.974425,-1.25194,2.736029,0.182402,367.795949,1,3,0.25,3,0.75,9,0,0,0.5,1,0.666667,0.612372,0.888889,0.588889,0.8,0.05,0.95,0.2,0.9,0.8,0.819048,0.612372,0.888889,0.898889,0.761905,0.8,0,0,0,0,0,0,6484,29618,5993,86.666667,63.333333,?,?,?,?
hepatitis,6,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.761905,0.054935,0.161209,16.812137,40.286174,10.837276,1.670797,9.166479,0.722485,0.111386,0.611099,9.166479,0.611099,1232.221381,0.666667,2,0,0,1,12,0.333333,1,1,0.666667,0.8,0.784465,1,1,0.933333,0.266667,0.733333,0.066667,0.938462,0.933333,0.928,0.784465,1,1,0.88,0.933333,0.001,0,0,0,0,0,6484,29618,5993,100,56.666667,?,?,?,?
hepatitis,6,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.814815,0.100387,0.2543,30.721894,63.549854,10.837276,4.132247,6.705029,0.722485,0.275483,0.447002,6.845512,0.456367,920.221,1,3,0.083333,1,0.916667,11,0,0,0.75,1,0.857143,0.829156,0.972222,0.916667,0.933333,0.016667,0.983333,0.066667,0.95,0.933333,0.936646,0.829156,0.972222,0.978205,0.906832,0.933333,0,0,0,0,0,0,6484,29618,5993,100,60,?,?,?,?
hepatitis,6,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.140692,0.344135,43.056534,85.999735,10.837276,9.987035,0.850241,0.722485,0.665802,0.056683,5.495449,0.366363,738.736187,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.916667,0.833333,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.916667,0.949922,0.791667,0.866667,0.001,0,0,0,0,0,6484,29618,5993,93.333333,60,?,?,?,?
hepatitis,6,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.166667,0.2932,0.49485,89.729423,123.663405,10.837276,46.579731,-35.742455,0.722485,3.105315,-2.38283,-1.244258,-0.082951,-167.261784,0.333333,1,0.166667,2,0.833333,10,0.666667,2,0.333333,0.333333,0.333333,0.166667,0.527778,0.488095,0.733333,0.566667,0.433333,0.266667,0.733333,0.733333,0.733333,0.166667,0.527778,0.753601,0.583333,0.733333,0,0.001,0,0,0,0,6484,29618,5993,80,60,?,?,?,?
hepatitis,7,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.666667,0.118591,0.299424,33.610791,68.789578,13.112639,5.549037,7.563601,0.81954,0.346815,0.472725,8.038295,0.502393,1096.432936,0.75,3,0.083333,1,0.916667,11,0.25,1,0.75,0.75,0.75,0.666667,0.958333,0.8875,0.875,0.208333,0.791667,0.125,0.875,0.875,0.875,0.666667,0.958333,0.962946,0.833333,0.875,0.001,0,0,0,0,0,6484,29429,6182,100,59.375,?,?,?,?
hepatitis,7,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.6,0.119697,0.300838,33.924044,69.114385,13.112639,8.657888,4.454751,0.81954,0.541118,0.278422,8.552049,0.534503,1166.509611,0.5,2,0,0,1,12,0.5,2,1,0.5,0.666667,0.654654,0.9375,0.892857,0.875,0.375,0.625,0.125,0.892857,0.875,0.858974,0.654654,0.9375,0.957516,0.794872,0.875,0.001,0,0.01,0,10,0,6484,29429,6182,93.75,59.375,?,?,?,?
hepatitis,7,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.555556,0.211076,0.390723,65.862724,99.896167,11.184744,10.493815,0.690928,0.699046,0.655863,0.043183,2.276312,0.142269,304.8346,1,3,0.230769,3,0.769231,10,0,0,0.5,1,0.666667,0.620174,0.923077,0.755556,0.8125,0.043269,0.956731,0.1875,0.90625,0.8125,0.831522,0.620174,0.923077,0.941026,0.768116,0.8125,0.001,0,0,0,0,0,6484,29429,6182,100,71.875,?,?,?,?
hepatitis,7,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.454545,0.205297,0.429759,64.059466,109.876488,11.184744,23.45607,-12.271326,0.699046,1.466004,-0.766958,2.933785,0.183362,392.880816,0.666667,2,0.153846,2,0.846154,11,0.333333,1,0.5,0.666667,0.571429,0.46225,0.74359,0.590909,0.8125,0.299679,0.700321,0.1875,0.838542,0.8125,0.822143,0.46225,0.74359,0.865208,0.725714,0.8125,0,0,0,0,0,0,6484,29429,6182,87.5,56.25,?,?,?,?
hepatitis,7,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.448276,0.157419,0.341546,49.120071,87.323137,11.184744,11.428866,-0.244123,0.699046,0.714304,-0.015258,5.20635,0.325397,697.213705,0.333333,1,0,0,1,13,0.666667,2,1,0.333333,0.5,0.537484,0.846154,0.642857,0.875,0.541667,0.458333,0.125,0.891667,0.875,0.848214,0.537484,0.846154,0.904884,0.714286,0.875,0,0,0,0,0,0,6484,29429,6182,93.75,65.625,?,?,?,?
hepatitis,7,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.333333,0.306266,0.525389,93.728083,131.295112,10.837276,295.713241,-284.875965,0.722485,19.714216,-18.991731,-0.903977,-0.060265,-121.518779,0.666667,2,0.25,3,0.75,9,0.333333,1,0.4,0.666667,0.5,0.353553,0.583333,0.321368,0.733333,0.316667,0.683333,0.266667,0.8,0.733333,0.754545,0.353553,0.583333,0.752501,0.659091,0.733333,0.001,0,0,0,0,0,6484,29618,5993,73.333333,60,?,?,?,?
hepatitis,7,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,0.242424,0.338296,0.524405,103.530339,131.049318,10.837276,21.222888,-10.385612,0.722485,1.414859,-0.692374,-2.560603,-0.170707,-344.213974,0.666667,2,0.333333,4,0.666667,8,0.333333,1,0.333333,0.666667,0.444444,0.272166,0.805556,0.766667,0.666667,0.333333,0.666667,0.333333,0.777778,0.666667,0.698413,0.272166,0.805556,0.904658,0.603175,0.666667,0,0,0,0,0,0,6484,29618,5993,86.666667,70,?,?,?,?
hepatitis,7,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.814815,0.104169,0.279129,31.879346,69.754573,10.837276,12.150706,-1.31343,0.722485,0.810047,-0.087562,6.749984,0.449999,907.379374,1,3,0.083333,1,0.916667,11,0,0,0.75,1,0.857143,0.829156,0.944444,0.805556,0.933333,0.016667,0.983333,0.066667,0.95,0.933333,0.936646,0.829156,0.944444,0.951587,0.906832,0.933333,0,0.001,0.01,0,10,0,6484,29618,5993,93.333333,60,?,?,?,?
hepatitis,7,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.109085,0.298894,33.383918,74.693814,10.837276,11.585976,-0.7487,0.722485,0.772398,-0.049913,6.36689,0.424459,855.881213,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.861111,0.791667,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.861111,0.927515,0.791667,0.866667,0.001,0,0,0,0,0,6484,29618,5993,93.333333,53.333333,?,?,?,?
hepatitis,7,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.102676,0.275595,31.42229,68.871353,10.837276,5.057562,5.779714,0.722485,0.337171,0.385314,7.167853,0.477857,963.55228,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.972222,0.916667,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.972222,0.978205,0.791667,0.866667,0.001,0,0,0,0,0,6484,29618,5993,100,56.666667,?,?,?,?
hepatitis,8,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.818182,0.068105,0.25052,21.250939,64.050497,11.184744,27.268234,-16.08349,0.699046,1.704265,-1.005218,8.474446,0.529653,1134.864114,1,3,0.076923,1,0.923077,12,0,0,0.75,1,0.857143,0.83205,0.923077,0.638889,0.9375,0.014423,0.985577,0.0625,0.953125,0.9375,0.940714,0.83205,0.923077,0.920573,0.908571,0.9375,0.001,0,0,0,0,0,6484,29429,6182,93.75,53.125,?,?,?,?
hepatitis,8,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,16,0,0,100,0,0,1,0.032926,0.0735,10.27393,18.791659,11.184744,0.831878,10.352865,0.699046,0.051992,0.647054,10.352865,0.647054,1386.414592,1,3,0,0,1,13,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6484,29429,6182,100,59.375,?,?,?,?
hepatitis,8,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,12,4,0,75,25,0,0.346939,0.309312,0.484022,96.51571,123.749829,11.184744,21.856065,-10.671322,0.699046,1.366004,-0.666958,-1.510719,-0.09442,-202.309485,0.666667,2,0.230769,3,0.769231,10,0.333333,1,0.4,0.666667,0.5,0.367058,0.717949,0.4,0.75,0.314103,0.685897,0.25,0.813636,0.75,0.770833,0.367058,0.717949,0.830549,0.666667,0.75,0.001,0,0,0,0,0,6484,29429,6182,87.5,75,?,?,?,?
hepatitis,8,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,11,5,0,68.75,31.25,0,0.090909,0.26461,0.480958,74.995017,110.494951,13.112639,26.271819,-13.15918,0.81954,1.641989,-0.822449,1.789171,0.111823,244.045098,0.25,1,0.166667,2,0.833333,10,0.75,3,0.333333,0.25,0.285714,0.09245,0.791667,0.611111,0.6875,0.604167,0.395833,0.3125,0.660256,0.6875,0.671429,0.09245,0.791667,0.853274,0.542857,0.6875,0.001,0,0,0,0,0,6484,29429,6182,87.5,59.375,?,?,?,?
hepatitis,8,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.666667,0.116372,0.310407,32.981909,71.312821,13.112639,28.868366,-15.755728,0.81954,1.804273,-0.984733,8.143788,0.508987,1110.822237,0.75,3,0.083333,1,0.916667,11,0.25,1,0.75,0.75,0.75,0.666667,0.8125,0.826923,0.875,0.208333,0.791667,0.125,0.875,0.875,0.875,0.666667,0.8125,0.888181,0.833333,0.875,0.001,0,0,0,0,0,6484,29429,6182,93.75,56.25,?,?,?,?
hepatitis,8,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.166667,0.308869,0.479419,94.524446,119.807192,10.837276,22.219698,-11.382422,0.722485,1.481313,-0.758828,-1.867154,-0.124477,-250.995732,0.333333,1,0.166667,2,0.833333,10,0.666667,2,0.333333,0.333333,0.333333,0.166667,0.722222,0.402778,0.733333,0.566667,0.433333,0.266667,0.733333,0.733333,0.733333,0.166667,0.722222,0.826326,0.583333,0.733333,0,0,0,0,0,0,6484,29618,5993,93.333333,70,?,?,?,?
hepatitis,8,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.545455,0.196352,0.41993,60.090406,104.940781,10.837276,22.4416,-11.604324,0.722485,1.496107,-0.773622,3.186028,0.212402,428.287791,1,3,0.25,3,0.75,9,0,0,0.5,1,0.666667,0.612372,0.916667,0.755556,0.8,0.05,0.95,0.2,0.9,0.8,0.819048,0.612372,0.916667,0.936032,0.761905,0.8,0.001,0,0,0,0,0,6484,29618,5993,86.666667,56.666667,?,?,?,?
hepatitis,8,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.15208,0.36649,46.541742,91.586067,10.837276,18.82277,-7.985494,0.722485,1.254851,-0.532366,5.201689,0.346779,699.246906,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.722222,0.638889,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.722222,0.850262,0.791667,0.866667,0,0,0,0,0,0,6484,29618,5993,86.666667,53.333333,?,?,?,?
