@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 10\nSize of the tree: 19\n','Number of leaves: 11\nSize of the tree: 21\n','Number of leaves: 7\nSize of the tree: 13\n','Number of leaves: 9\nSize of the tree: 17\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 12\nSize of the tree: 23\n','Number of leaves: 13\nSize of the tree: 25\n','Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 8\nSize of the tree: 15\n','Number of leaves: 6\nSize of the tree: 11\n'}
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

hepatitis,8,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,15,0,0,100,0,0,1,0.070454,0.139634,21.561371,34.894572,10.837276,1.799432,9.037844,0.722485,0.119962,0.602523,8.199131,0.546609,1102.183745,1,3,0,0,1,12,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,6484,29618,5993,100,63.333333,?,?,?,?
hepatitis,8,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.125151,0.338946,38.300645,84.702992,10.837276,9.029928,1.807347,0.722485,0.601995,0.12049,5.857755,0.390517,787.439837,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.972222,0.916667,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.972222,0.978205,0.791667,0.866667,0.001,0,0,0,0,0,6484,29618,5993,93.333333,53.333333,?,?,?,?
hepatitis,9,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,12,4,0,75,25,0,0.457627,0.25081,0.459503,78.260971,117.48116,11.184744,27.363453,-16.178709,0.699046,1.710216,-1.011169,0.864149,0.054009,115.723391,1,3,0.307692,4,0.692308,9,0,0,0.428571,1,0.6,0.544705,0.871795,0.666667,0.75,0.057692,0.942308,0.25,0.892857,0.75,0.777273,0.544705,0.871795,0.91503,0.709091,0.75,0.001,0,0,0,0,0,6484,29429,6182,87.5,62.5,?,?,?,?
hepatitis,9,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.818182,0.072988,0.251486,22.77467,64.297514,11.184744,26.240234,-15.055491,0.699046,1.640015,-0.940968,8.355736,0.522234,1118.966972,1,3,0.076923,1,0.923077,12,0,0,0.75,1,0.857143,0.83205,0.948718,0.805556,0.9375,0.014423,0.985577,0.0625,0.953125,0.9375,0.940714,0.83205,0.948718,0.955208,0.908571,0.9375,0.001,0,0,0,0,0,6484,29429,6182,93.75,56.25,?,?,?,?
hepatitis,9,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,12,4,0,75,25,0,0.346939,0.228907,0.459229,71.426436,117.411096,11.184744,256.504812,-245.320068,0.699046,16.031551,-15.332504,1.508304,0.094269,201.986024,0.666667,2,0.230769,3,0.769231,10,0.333333,1,0.4,0.666667,0.5,0.367058,0.641026,0.455556,0.75,0.314103,0.685897,0.25,0.813636,0.75,0.770833,0.367058,0.641026,0.78119,0.666667,0.75,0,0,0,0,0,0,6484,29429,6182,81.25,53.125,?,?,?,?
hepatitis,9,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.818182,0.083312,0.25577,23.612055,58.760542,13.112639,8.181418,4.93122,0.81954,0.511339,0.308201,9.859526,0.61622,1344.850982,0.75,3,0,0,1,12,0.25,1,1,0.75,0.857143,0.83205,0.895833,0.861111,0.9375,0.1875,0.8125,0.0625,0.942308,0.9375,0.934286,0.83205,0.895833,0.936385,0.908571,0.9375,0.001,0,0,0,0,0,6484,29429,6182,93.75,56.25,?,?,?,?
hepatitis,9,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.454545,0.20558,0.412262,58.264792,94.712971,13.112639,19.268465,-6.155826,0.81954,1.204279,-0.384739,4.748163,0.29676,647.654965,0.5,2,0.083333,1,0.916667,11,0.5,2,0.666667,0.5,0.571429,0.46225,0.895833,0.747024,0.8125,0.395833,0.604167,0.1875,0.801282,0.8125,0.802857,0.46225,0.895833,0.913366,0.725714,0.8125,0,0,0,0,0,0,6484,29429,6182,87.5,59.375,?,?,?,?
hepatitis,9,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.583333,0.137641,0.343888,42.122823,85.937801,10.837276,9.437401,1.399875,0.722485,0.62916,0.093325,5.569317,0.371288,748.666019,0.666667,2,0.083333,1,0.916667,11,0.333333,1,0.666667,0.666667,0.666667,0.583333,0.916667,0.833333,0.866667,0.283333,0.716667,0.133333,0.866667,0.866667,0.866667,0.583333,0.916667,0.949922,0.791667,0.866667,0.001,0,0,0,0,0,6484,29618,5993,93.333333,56.666667,?,?,?,?
hepatitis,9,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.166667,0.253931,0.423927,77.711791,105.939689,10.837276,17.743178,-6.905902,0.722485,1.182879,-0.460393,1.035641,0.069043,139.218046,0.333333,1,0.166667,2,0.833333,10,0.666667,2,0.333333,0.333333,0.333333,0.166667,0.694444,0.583333,0.733333,0.566667,0.433333,0.266667,0.733333,0.733333,0.733333,0.166667,0.694444,0.83445,0.583333,0.733333,0.001,0,0,0,0,0,6484,29618,5993,93.333333,73.333333,?,?,?,?
hepatitis,9,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.285714,0.185336,0.398068,56.719145,99.477643,10.837276,15.520031,-4.682755,0.722485,1.034669,-0.312184,4.018634,0.267909,540.212484,0.333333,1,0.083333,1,0.916667,11,0.666667,2,0.5,0.333333,0.4,0.294174,0.916667,0.755556,0.8,0.55,0.45,0.2,0.776923,0.8,0.784,0.294174,0.916667,0.936032,0.64,0.8,0,0,0,0,0,0,6484,29618,5993,86.666667,56.666667,?,?,?,?
hepatitis,9,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.444444,0.178046,0.3679,54.488267,91.938647,10.837276,8.246463,2.590813,0.722485,0.549764,0.172721,3.842914,0.256194,516.590981,0.666667,2,0.166667,2,0.833333,10,0.333333,1,0.5,0.666667,0.571429,0.452267,0.916667,0.755556,0.8,0.3,0.7,0.2,0.827273,0.8,0.809938,0.452267,0.916667,0.936032,0.720497,0.8,0,0,0,0,0,0,6484,29618,5993,100,66.666667,?,?,?,?
hepatitis,9,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.814815,0.093761,0.191583,28.693997,47.876771,10.837276,2.655109,8.182167,0.722485,0.177007,0.545478,7.168531,0.477902,963.643399,1,3,0.083333,1,0.916667,11,0,0,0.75,1,0.857143,0.829156,1,1,0.933333,0.016667,0.983333,0.066667,0.95,0.933333,0.936646,0.829156,1,1,0.906832,0.933333,0,0.001,0,0,0,0,6484,29618,5993,100,66.666667,?,?,?,?
hepatitis,10,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.818182,0.093467,0.254053,29.164787,64.953762,11.184744,7.095561,4.089183,0.699046,0.443473,0.255574,7.846839,0.490427,1050.817473,1,3,0.076923,1,0.923077,12,0,0,0.75,1,0.857143,0.83205,0.948718,0.805556,0.9375,0.014423,0.985577,0.0625,0.953125,0.9375,0.940714,0.83205,0.948718,0.955208,0.908571,0.9375,0.001,0,0,0,0,0,6484,29429,6182,93.75,62.5,?,?,?,?
hepatitis,10,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.764706,0.076564,0.254215,23.890556,64.995046,11.184744,8.145828,3.038915,0.699046,0.509114,0.189932,8.246179,0.515386,1104.295535,0.666667,2,0,0,1,13,0.333333,1,1,0.666667,0.8,0.786796,0.974359,0.916667,0.9375,0.270833,0.729167,0.0625,0.941964,0.9375,0.932407,0.786796,0.974359,0.979911,0.881481,0.9375,0,0,0,0,0,0,6484,29429,6182,93.75,53.125,?,?,?,?
hepatitis,10,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,11,5,0,68.75,31.25,0,0.090909,0.302694,0.510212,94.450623,130.445813,11.184744,50.881399,-39.696656,0.699046,3.180087,-2.481041,-1.431286,-0.089455,-191.672077,0.333333,1,0.230769,3,0.769231,10,0.666667,2,0.25,0.333333,0.285714,0.09245,0.769231,0.425,0.6875,0.584936,0.415064,0.3125,0.723958,0.6875,0.703571,0.09245,0.769231,0.849993,0.542857,0.6875,0,0,0,0,0,0,6484,29429,6182,81.25,62.5,?,?,?,?
hepatitis,10,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,15,1,0,93.75,6.25,0,0.818182,0.076787,0.251817,21.762696,57.852229,13.112639,22.358616,-9.245977,0.81954,1.397413,-0.577874,10.157977,0.634874,1385.560105,0.75,3,0,0,1,12,0.25,1,1,0.75,0.857143,0.83205,0.75,0.8125,0.9375,0.1875,0.8125,0.0625,0.942308,0.9375,0.934286,0.83205,0.75,0.816867,0.908571,0.9375,0,0,0,0,0,0,6484,29429,6182,93.75,56.25,?,?,?,?
hepatitis,10,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,139,16,12,4,0,75,25,0,0.428571,0.271336,0.461056,76.901224,105.92283,13.112639,24.196095,-11.083456,0.81954,1.512256,-0.692716,1.68853,0.105533,230.317496,0.75,3,0.25,3,0.75,9,0.25,1,0.5,0.75,0.6,0.447214,0.854167,0.840909,0.75,0.25,0.75,0.25,0.8,0.75,0.763636,0.447214,0.854167,0.914594,0.709091,0.75,0,0,0,0,0,0,6484,29429,6182,87.5,68.75,?,?,?,?
hepatitis,10,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,12,3,0,80,20,0,0.285714,0.213526,0.443643,65.346198,110.866786,10.837276,44.50161,-33.664334,0.722485,2.966774,-2.244289,2.738607,0.182574,368.142446,0.333333,1,0.083333,1,0.916667,11,0.666667,2,0.5,0.333333,0.4,0.294174,0.472222,0.310256,0.8,0.55,0.45,0.2,0.776923,0.8,0.784,0.294174,0.472222,0.721367,0.64,0.8,0.001,0,0,0,0,0,6484,29618,5993,86.666667,56.666667,?,?,?,?
hepatitis,10,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,0.074074,0.277967,0.455334,85.067392,113.788413,10.837276,36.52578,-25.688504,0.722485,2.435052,-1.712567,-0.196321,-0.013088,-26.390842,0.333333,1,0.25,3,0.75,9,0.666667,2,0.25,0.333333,0.285714,0.075378,0.777778,0.442857,0.666667,0.583333,0.416667,0.333333,0.704545,0.666667,0.68323,0.075378,0.777778,0.847204,0.534161,0.666667,0,0,0,0,0,0,6484,29618,5993,93.333333,70,?,?,?,?
hepatitis,10,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,15,0,0,100,0,0,1,0.033215,0.076889,10.164944,19.214728,10.837276,0.79246,10.044816,0.722485,0.052831,0.669654,10.044816,0.669654,1350.293474,1,3,0,0,1,12,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,6484,29618,5993,100,60,?,?,?,?
hepatitis,10,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,0.444444,0.258057,0.42909,78.974305,107.229942,10.837276,20.984679,-10.147403,0.722485,1.398979,-0.676494,0.836874,0.055792,112.498325,1,3,0.333333,4,0.666667,8,0,0,0.428571,1,0.6,0.534522,0.916667,0.833333,0.733333,0.066667,0.933333,0.266667,0.885714,0.733333,0.76,0.534522,0.916667,0.949922,0.7,0.733333,0,0,0,0,0,0,6484,29618,5993,93.333333,70,?,?,?,?
hepatitis,10,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.666667,0.127068,0.334326,38.88731,83.548249,10.837276,7.645805,3.191471,0.722485,0.50972,0.212765,5.815784,0.387719,781.797762,1,3,0.166667,2,0.833333,10,0,0,0.6,1,0.75,0.707107,1,1,0.866667,0.033333,0.966667,0.133333,0.92,0.866667,0.877273,0.707107,1,1,0.829545,0.866667,0,0,0,0,0,0,6484,29618,5993,93.333333,53.333333,?,?,?,?
hepatitis,1,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.294118,0.214988,0.37232,67.083525,95.191075,11.184744,10.733249,0.451494,0.699046,0.670828,0.028218,2.899632,0.181227,388.307221,0.333333,1,0.076923,1,0.923077,12,0.666667,2,0.5,0.333333,0.4,0.302614,0.641026,0.458333,0.8125,0.55609,0.44391,0.1875,0.790179,0.8125,0.797222,0.302614,0.641026,0.782961,0.644444,0.8125,0.023,0,0.02,0,20,0,7840,29429,6182,100,100,?,4,?,?
hepatitis,1,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.589744,0.19494,0.315251,60.8279,80.600329,11.184744,7.845225,3.339519,0.699046,0.490327,0.20872,4.268121,0.266758,571.569857,0.666667,2,0.076923,1,0.923077,12,0.333333,1,0.666667,0.666667,0.666667,0.589744,0.794872,0.506944,0.875,0.285256,0.714744,0.125,0.875,0.875,0.875,0.589744,0.794872,0.838141,0.794872,0.875,0.009,0,0.01,0,10,0,7803,29429,6182,100,100,?,3,?,?
hepatitis,1,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.294118,0.258772,0.376258,80.745432,96.197739,11.184744,10.47883,0.705913,0.699046,0.654927,0.04412,1.70457,0.106536,228.269182,0.333333,1,0.076923,1,0.923077,12,0.666667,2,0.5,0.333333,0.4,0.302614,0.628205,0.291667,0.8125,0.55609,0.44391,0.1875,0.790179,0.8125,0.797222,0.302614,0.628205,0.748326,0.644444,0.8125,0.008,0,0.01,0,10,0,7258,29429,6182,100,100,?,2,?,?
hepatitis,1,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,11,5,0,68.75,31.25,0,0.230769,0.318291,0.503834,90.209188,115.750512,13.112639,19.127562,-6.014924,0.81954,1.195473,-0.375933,-0.092795,-0.0058,-12.657403,0.5,2,0.25,3,0.75,9,0.5,2,0.4,0.5,0.444444,0.23355,0.5625,0.325,0.6875,0.4375,0.5625,0.3125,0.713636,0.6875,0.698068,0.23355,0.5625,0.682102,0.613527,0.6875,0.019,0,0.02,0,20,0,8538,29429,6182,87.5,65.625,?,5,?,?
hepatitis,1,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.454545,0.238466,0.386314,67.585391,88.751537,13.112639,11.16867,1.943968,0.81954,0.698042,0.121498,4.043287,0.252705,551.509095,0.5,2,0.083333,1,0.916667,11,0.5,2,0.666667,0.5,0.571429,0.46225,0.71875,0.541667,0.8125,0.395833,0.604167,0.1875,0.801282,0.8125,0.802857,0.46225,0.71875,0.767147,0.725714,0.8125,0.011,0,0.01,0,10,0,7803,29429,6182,100,100,?,3,?,?
hepatitis,1,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0,0.248214,0.41751,75.962131,104.336057,10.837276,12.362543,-1.525267,0.722485,0.82417,-0.101684,1.99384,0.132923,268.025754,0,0,0,0,1,12,1,3,0,0,0,0,0.5,0.2,0.8,0.8,0.2,0.2,0.64,0.8,0.711111,0,0.5,0.68,0.444444,0.8,0.008,0,0,0,0,0,7622,29618,5993,100,100,?,3,?,?
hepatitis,1,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,-0.111111,0.292681,0.44308,89.570527,110.726161,10.837276,13.168766,-2.331491,0.722485,0.877918,-0.155433,0.01395,0.00093,1.875295,0,0,0.083333,1,0.916667,11,1,3,0,0,0,-0.133631,0.458333,0.2,0.733333,0.816667,0.183333,0.266667,0.628571,0.733333,0.676923,-0.133631,0.458333,0.669524,0.423077,0.733333,0.007,0,0.01,0,10,0,7691,29618,5993,100,100,?,3,?,?
hepatitis,1,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,-0.111111,0.315239,0.448277,96.473854,112.02481,10.837276,13.062288,-2.225012,0.722485,0.870819,-0.148334,-0.590689,-0.039379,-79.404438,0,0,0.083333,1,0.916667,11,1,3,0,0,0,-0.133631,0.458333,0.2,0.733333,0.816667,0.183333,0.266667,0.628571,0.733333,0.676923,-0.133631,0.458333,0.669524,0.423077,0.733333,0.007,0,0.01,0,10,0,7252,29618,5993,100,100,?,2,?,?
hepatitis,1,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,10,5,0,66.666667,33.333333,0,-0.190476,0.338279,0.503645,103.525116,125.861205,10.837276,17.055045,-6.217769,0.722485,1.137003,-0.414518,-2.064646,-0.137643,-277.543942,0,0,0.166667,2,0.833333,10,1,3,0,0,0,-0.196116,0.416667,0.2,0.666667,0.833333,0.166667,0.333333,0.615385,0.666667,0.64,-0.196116,0.416667,0.658535,0.4,0.666667,0.016,0,0.01,0,10,0,7408,29618,5993,100,100,?,3,?,?
hepatitis,1,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.666667,0.179152,0.309072,54.826833,77.23726,10.837276,6.339077,4.498199,0.722485,0.422605,0.29988,4.615414,0.307694,620.435772,1,3,0.166667,2,0.833333,10,0,0,0.6,1,0.75,0.707107,0.861111,0.511111,0.866667,0.033333,0.966667,0.133333,0.92,0.866667,0.877273,0.707107,0.861111,0.875556,0.829545,0.866667,0.011,0,0.01,0,10,0,7979,29618,5993,100,66.666667,?,4,?,?
hepatitis,2,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,11,5,0,68.75,31.25,0,0.090909,0.327856,0.485896,102.301831,124.228948,11.184744,16.085925,-4.901181,0.699046,1.00537,-0.306324,-2.037229,-0.127327,-272.817632,0.333333,1,0.230769,3,0.769231,10,0.666667,2,0.25,0.333333,0.285714,0.09245,0.551282,0.208333,0.6875,0.584936,0.415064,0.3125,0.723958,0.6875,0.703571,0.09245,0.551282,0.71224,0.542857,0.6875,0.01,0,0,0,0,0,7760,29429,6182,100,100,?,3,?,?
hepatitis,2,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0,0.253557,0.398794,79.118173,101.959572,11.184744,11.821237,-0.636493,0.699046,0.738827,-0.039781,1.839807,0.114988,246.379637,0,0,0,0,1,13,1,3,0,0,0,0,0.5,0.1875,0.8125,0.8125,0.1875,0.1875,0.660156,0.8125,0.728448,0,0.5,0.695313,0.448276,0.8125,0.01,0,0,0,0,0,7803,29429,6182,100,100,?,3,?,?
hepatitis,2,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.448276,0.22987,0.334362,71.727013,85.486339,11.184744,8.885117,2.299626,0.699046,0.55532,0.143727,3.411142,0.213196,456.806621,0.333333,1,0,0,1,13,0.666667,2,1,0.333333,0.5,0.537484,0.666667,0.458333,0.875,0.541667,0.458333,0.125,0.891667,0.875,0.848214,0.537484,0.666667,0.790104,0.714286,0.875,0.01,0,0.01,0,10,0,7401,29429,6182,100,100,?,2,?,?
hepatitis,2,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,0.2,0.290246,0.46169,82.260735,106.06849,13.112639,15.475796,-2.363158,0.81954,0.967237,-0.147697,1.683074,0.105192,229.573296,0.25,1,0.083333,1,0.916667,11,0.75,3,0.5,0.25,0.333333,0.218218,0.59375,0.4375,0.75,0.583333,0.416667,0.25,0.714286,0.75,0.717949,0.218218,0.59375,0.699554,0.589744,0.75,0.008,0.001,0,0,0,0,7758,29429,6182,100,96.875,?,3,?,?
hepatitis,2,5,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,10,6,0,62.5,37.5,0,0,0.361039,0.498216,102.32461,114.459917,13.112639,17.083417,-3.970778,0.81954,1.067714,-0.248174,-2.033992,-0.127124,-277.438863,0.25,1,0.25,3,0.75,9,0.75,3,0.25,0.25,0.25,0,0.520833,0.3125,0.625,0.625,0.375,0.375,0.625,0.625,0.625,0,0.520833,0.645089,0.5,0.625,0.012,0.001,0.01,0,10,0,7408,29429,6182,100,100,?,3,?,?
hepatitis,2,6,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,12,3,0,80,20,0,0.444444,0.233968,0.360857,71.602354,90.178449,10.837276,8.953323,1.883953,0.722485,0.596888,0.125597,2.382327,0.158822,320.248873,0.666667,2,0.166667,2,0.833333,10,0.333333,1,0.5,0.666667,0.571429,0.452267,0.777778,0.566667,0.8,0.3,0.7,0.2,0.827273,0.8,0.809938,0.452267,0.777778,0.83368,0.720497,0.8,0.012,0,0.01,0,10,0,7697,29618,5993,100,100,?,4,?,?
hepatitis,2,7,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,14,1,0,93.333333,6.666667,0,0.761905,0.213297,0.282365,65.276208,70.563334,10.837276,6.611101,4.226175,0.722485,0.44074,0.281745,4.700692,0.313379,631.899466,0.666667,2,0,0,1,12,0.333333,1,1,0.666667,0.8,0.784465,0.833333,0.733333,0.933333,0.266667,0.733333,0.066667,0.938462,0.933333,0.928,0.784465,0.833333,0.885128,0.88,0.933333,0.007,0,0,0,0,0,7252,29618,5993,100,100,?,2,?,?
hepatitis,2,8,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,9,6,0,60,40,0,-0.25,0.415437,0.588507,127.138135,147.068374,10.837276,1092.535651,-1081.698375,0.722485,72.83571,-72.113225,-5.015115,-0.334341,-674.166305,0,0,0.25,3,0.75,9,1,3,0,0,0,-0.25,0.375,0.2,0.6,0.85,0.15,0.4,0.6,0.6,0.6,-0.25,0.375,0.648095,0.375,0.6,0.013,0,0.02,0,20,0,7803,29618,5993,93.333333,96.666667,?,3,?,?
hepatitis,2,9,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,13,2,0,86.666667,13.333333,0,0.444444,0.201916,0.345156,61.79317,86.254859,10.837276,8.895867,1.941409,0.722485,0.593058,0.129427,4.103139,0.273543,551.572202,0.333333,1,0,0,1,12,0.666667,2,1,0.333333,0.5,0.534522,0.666667,0.466667,0.866667,0.533333,0.466667,0.133333,0.885714,0.866667,0.838462,0.534522,0.666667,0.779048,0.711538,0.866667,0.01,0,0.01,0,10,0,7545,29618,5993,100,100,?,3,?,?
hepatitis,2,10,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,140,15,11,4,0,73.333333,26.666667,0,-0.111111,0.299031,0.454417,91.513901,113.559242,10.837276,13.706577,-2.869301,0.722485,0.913772,-0.191287,-0.195814,-0.013054,-26.32268,0,0,0.083333,1,0.916667,11,1,3,0,0,0,-0.133631,0.458333,0.2,0.733333,0.816667,0.183333,0.266667,0.628571,0.733333,0.676923,-0.133631,0.458333,0.669524,0.423077,0.733333,0.01,0,0.01,0,10,0,7778,29618,5993,100,100,?,3,?,?
hepatitis,3,1,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,13,3,0,81.25,18.75,0,0.454545,0.212838,0.388922,60.32188,89.350697,13.112639,11.90738,1.205259,0.81954,0.744211,0.075329,4.67288,0.292055,637.386276,0.5,2,0.083333,1,0.916667,11,0.5,2,0.666667,0.5,0.571429,0.46225,0.71875,0.541667,0.8125,0.395833,0.604167,0.1875,0.801282,0.8125,0.802857,0.46225,0.71875,0.767147,0.725714,0.8125,0.013,0,0.01,0,10,0,8023,29429,6182,87.5,56.25,?,4,?,?
hepatitis,3,2,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,10,6,0,62.5,37.5,0,0,0.369883,0.514969,104.831173,118.308651,13.112639,18.070172,-4.957533,0.81954,1.129386,-0.309846,-2.342859,-0.146429,-319.568668,0.25,1,0.25,3,0.75,9,0.75,3,0.25,0.25,0.25,0,0.5,0.25,0.625,0.625,0.375,0.375,0.625,0.625,0.625,0,0.5,0.625,0.5,0.625,0.008,0,0,0,0,0,7622,29429,6182,100,100,?,3,?,?
hepatitis,3,3,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,14,2,0,87.5,12.5,0,0.589744,0.227429,0.330148,70.965264,84.408797,11.184744,8.661223,2.523521,0.699046,0.541326,0.15772,3.486894,0.217931,466.951002,0.666667,2,0.076923,1,0.923077,12,0.333333,1,0.666667,0.666667,0.666667,0.589744,0.794872,0.506944,0.875,0.285256,0.714744,0.125,0.875,0.875,0.875,0.589744,0.794872,0.838141,0.794872,0.875,0.01,0,0.02,0,20,0,7401,29429,6182,100,100,?,2,?,?
hepatitis,3,4,weka.classifiers.rules.JRip,'-F 3 -N 2.0 -O 2 -S 1',-6589312996832147161,20161122.0654,139,16,12,4,0,75,25,0,0.179487,0.309065,0.427487,96.438418,109.295518,11.184744,12.654409,-1.469666,0.699046,0.790901,-0.091854,-0.56477,-0.035298,-75.631782,0.333333,1,0.153846,2,0.846154,11,0.666667,2,0.333333,0.333333,0.333333,0.179487,0.589744,0.236111,0.75,0.570513,0.429487,0.25,0.75,0.75,0.75,0.179487,0.589744,0.727564,0.589744,0.75,0.006,0,0,0,0,0,7251,29429,6182,100,100,?,2,?,?
